Song,Combination Number,A_Melody1.wav,B_Melody2.wav,C_Melody3.wav,E_Harmony1.wav,F_Harmony2.wav,H_AddVoice1.wav,I_AddVoice2.wav,J_AddVoice3.wav,L_Bass1.wav,M_Bass2.wav,O_BassDrum.wav,P_Percussion.wav,Q_Ambient1.wav,R_Ambient2.wav,S_Ambient3.wav,Output File
Wheels on the Bus,861,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_861.wav
Wheels on the Bus,862,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_862.wav
Wheels on the Bus,863,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_863.wav
Wheels on the Bus,893,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_893.wav
Wheels on the Bus,894,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_894.wav
Wheels on the Bus,895,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_895.wav
Wheels on the Bus,909,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_909.wav
Wheels on the Bus,910,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_910.wav
Wheels on the Bus,911,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_911.wav
Wheels on the Bus,941,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_941.wav
Wheels on the Bus,942,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_942.wav
Wheels on the Bus,943,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_943.wav
Wheels on the Bus,957,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_957.wav
Wheels on the Bus,958,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_958.wav
Wheels on the Bus,959,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_959.wav
Wheels on the Bus,1037,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1037.wav
Wheels on the Bus,1038,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1038.wav
Wheels on the Bus,1039,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1039.wav
Wheels on the Bus,1053,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1053.wav
Wheels on the Bus,1054,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1054.wav
Wheels on the Bus,1055,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1055.wav
Wheels on the Bus,1085,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1085.wav
Wheels on the Bus,1086,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1086.wav
Wheels on the Bus,1087,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1087.wav
Wheels on the Bus,1101,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1101.wav
Wheels on the Bus,1102,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1102.wav
Wheels on the Bus,1103,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1103.wav
Wheels on the Bus,1133,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1133.wav
Wheels on the Bus,1134,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1134.wav
Wheels on the Bus,1135,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1135.wav
Wheels on the Bus,1149,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1149.wav
Wheels on the Bus,1150,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1150.wav
Wheels on the Bus,1151,ON,OFF,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1151.wav
Wheels on the Bus,1421,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1421.wav
Wheels on the Bus,1422,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1422.wav
Wheels on the Bus,1423,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1423.wav
Wheels on the Bus,1437,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1437.wav
Wheels on the Bus,1438,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1438.wav
Wheels on the Bus,1439,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1439.wav
Wheels on the Bus,1469,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1469.wav
Wheels on the Bus,1470,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1470.wav
Wheels on the Bus,1471,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1471.wav
Wheels on the Bus,1485,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1485.wav
Wheels on the Bus,1486,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1486.wav
Wheels on the Bus,1487,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1487.wav
Wheels on the Bus,1517,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1517.wav
Wheels on the Bus,1518,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1518.wav
Wheels on the Bus,1519,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1519.wav
Wheels on the Bus,1533,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1533.wav
Wheels on the Bus,1534,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1534.wav
Wheels on the Bus,1535,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1535.wav
Wheels on the Bus,1613,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1613.wav
Wheels on the Bus,1614,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1614.wav
Wheels on the Bus,1615,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1615.wav
Wheels on the Bus,1629,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1629.wav
Wheels on the Bus,1630,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1630.wav
Wheels on the Bus,1631,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1631.wav
Wheels on the Bus,1661,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1661.wav
Wheels on the Bus,1662,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1662.wav
Wheels on the Bus,1663,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1663.wav
Wheels on the Bus,1677,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1677.wav
Wheels on the Bus,1678,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1678.wav
Wheels on the Bus,1679,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1679.wav
Wheels on the Bus,1709,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1709.wav
Wheels on the Bus,1710,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1710.wav
Wheels on the Bus,1711,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1711.wav
Wheels on the Bus,1725,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1725.wav
Wheels on the Bus,1726,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1726.wav
Wheels on the Bus,1727,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1727.wav
Wheels on the Bus,1997,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1997.wav
Wheels on the Bus,1998,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1998.wav
Wheels on the Bus,1999,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1999.wav
Wheels on the Bus,2013,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2013.wav
Wheels on the Bus,2014,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2014.wav
Wheels on the Bus,2015,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2015.wav
Wheels on the Bus,2045,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2045.wav
Wheels on the Bus,2046,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2046.wav
Wheels on the Bus,2047,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2047.wav
Wheels on the Bus,2061,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2061.wav
Wheels on the Bus,2062,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2062.wav
Wheels on the Bus,2063,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2063.wav
Wheels on the Bus,2093,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2093.wav
Wheels on the Bus,2094,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2094.wav
Wheels on the Bus,2095,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2095.wav
Wheels on the Bus,2109,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2109.wav
Wheels on the Bus,2110,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2110.wav
Wheels on the Bus,2111,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2111.wav
Wheels on the Bus,2189,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2189.wav
Wheels on the Bus,2190,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2190.wav
Wheels on the Bus,2191,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2191.wav
Wheels on the Bus,2205,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2205.wav
Wheels on the Bus,2206,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2206.wav
Wheels on the Bus,2207,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2207.wav
Wheels on the Bus,2237,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2237.wav
Wheels on the Bus,2238,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2238.wav
Wheels on the Bus,2239,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2239.wav
Wheels on the Bus,2253,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2253.wav
Wheels on the Bus,2254,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2254.wav
Wheels on the Bus,2255,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2255.wav
Wheels on the Bus,2285,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2285.wav
Wheels on the Bus,2286,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2286.wav
Wheels on the Bus,2287,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2287.wav
Wheels on the Bus,2301,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2301.wav
Wheels on the Bus,2302,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2302.wav
Wheels on the Bus,2303,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2303.wav
